-0.000000000000000007441194428117264560025604868908634	 0.10
-0.000000000000000024341742921928084289584008262016751	 0.11
-0.000000000000000023411705841743569447663255959050435	 0.12
0.000000000000000027867547272479728041639287535702563	 0.13
0.000000000000000030601232764335851317101355916662056	 0.14
-0.000000000000000008307294680605723812116374528856284	 0.15
0.000000000000000035543415250850035183314474386061740	 0.16
0.000000000000000045900473737450996582170525024426571	 0.17
0.000000000000000040714139826405925643048871551619928	 0.18
0.000000000000000049167713555929911039499981683621842	 0.19
-0.000000000000000001612229836686705662120434143592748	 0.20
0.000000000000000051117243332046568045379120285893360	 0.21
0.000000000000000006658981702166277143894849739386204	 0.22
-0.000000000000000050740851400243823034509033862229542	 0.23
-0.000000000000000056603965062357715372420286859296902	 0.24
0.000000000000000079523667106337566362132841313214247	 0.25
-0.000000000000000035940750673505934115002594582322183	 0.26
-0.000000000000000048578666097220284012900106426255151	 0.27
0.000000000000000091994815725003946388131594577099323	 0.28
0.000000000000000095608396495259069032766226225727666	 0.29
0.000000000000000110681969678245523887937080008963935	 0.30
-0.000000000000000051662738666840610752194950999297471	 0.31
0.000000000000000096440481660302193357235383758280513	 0.32
0.000000000000000005420413337256676010564867931099862	 0.33
0.000000000000000025413408804371762450621003028688159	 0.34
0.000000000000000137108153330438347502912743968698916	 0.35
0.000000000000000049439052954789306569227057051132458	 0.36
0.000000000000000118342962747500351390825951271120206	 0.37
-0.000000000000000055266488871908807726229960300941147	 0.38
-0.000000000000000004307925131746061391681185732889868	 0.39
-0.000000000000000129192843198776259577430777073076234	 0.40
-0.000000000000000126234090039006075831870942614182968	 0.41
0.000000000000000133091821009487478921161969444957299	 0.42
-0.000000000000000134984682420454245609915834017386974	 0.43
0.000000000000000160011870337359836456935600163956930	 0.44
0.000000000000000194245924088336348558620925163478720	 0.45
-0.000000000000000029380649651393992932262271102301293	 0.46
0.000000000000000213658454146497280193323081662330607	 0.47
-0.000000000000000193622792334994673208267098843200953	 0.48
-0.000000000000000036085937864365794978339121490555202	 0.49
-0.000000000000000217362331334200690996136694747328627	 0.50
0.000000000000000029721165536829754875077488557359727	 0.51
0.000000000000000227189881522721216961489566905548652	 0.52
-0.000000000000000151274633864652915481156522541919767	 0.53
-0.000000000000000260287996640970706999117391835397908	 0.54
-0.000000000000000257005917592474372075995190539461238	 0.55
-0.000000000000000262596612659767985166890274589383769	 0.56
0.000000000000000002364800569496505725302776335827216	 0.57
-0.000000000000000058018334126204187061908594885773149	 0.58
-0.000000000000000200377057298903924424443575168018677	 0.59
-0.000000000000000012635254977012885680575632342236409	 0.60
0.000000000000000191112985633717892312415209270843130	 0.61
0.000000000000000015884918082859066555385937689576174	 0.62
-0.000000000000000290265165186623845777468293320495287	 0.63
0.000000000000000333039756069719278953995635996785669	 0.64
-0.000000000000000259037458206815405955104072034926592	 0.65
-0.000000000000000087648288632122762509070185936719042	 0.66
-0.000000000000000133358943364321248632492440754904681	 0.67
0.000000000000000332911715267057477015637117126580612	 0.68
-0.000000000000000094014900151830632081565206949023750	 0.69
0.000000000000000050147159930517222630035908617857670	 0.70
-0.000000000000000280605588808182922730978403859261555	 0.71
-0.000000000000000359918468311955073337678659710066922	 0.72
-0.000000000000000292454993692265230123262826050549393	 0.73
-0.000000000000000272550150128308358279781177125677511	 0.74
-0.000000000000000366091827732988751998118255057661782	 0.75
0.000000000000000291759792138679193035830784040295904	 0.76
